plant_id,site_code,hor_pos,depth_treatment,tile_id,plant_no,binomial_code,trait_tdmc,trait_thickness,trait_STA,trait_SBA,trait_SAP,trait_float,dry_weight_g_daily_change
ZAH4,Z,A,-40,ZAH,4,fu_ve,0.2605066666666666,0.32,2859.136042583684,4223.640732952838,30.24425264019595,42.41487749690501,1.3604029050318236
ZAH3,Z,A,-40,ZAH,3,fu_ve,0.29738983050847456,0.38333333333333336,3078.2400547133248,4867.802419354839,27.083074256968985,56.042794833809126,1.5032640122385044
ZAH2,Z,A,-40,ZAH,2,fu_ve,NA,NA,NA,NA,NA,0,NA
ZAH1,Z,A,-40,ZAH,1,fu_ve,0.2929545454545454,0.35333333333333333,2612.179984484096,3809.577015163608,27.53744678936973,49.7715366768878,-0.4262897536468956
ZBH8,Z,B,-40,ZBH,8,fu_sp,0.30126506024096383,0.46,3556.5686862627476,4116.831357048748,22.454825608479773,0,0.5014166021092615
ZBH7,Z,B,-40,ZBH,7,fu_sp,0.31453488372093025,0.4033333333333333,3240.8317929759705,3962.4417520969246,21.634204275534444,0,0.4329557951036581
ZBH6,Z,B,-40,ZBH,6,fu_sp,0.28255102040816327,0.3433333333333333,4015.85409895269,4731.927272727273,19.04431611108828,0,-0.12498857958546787
ZBH4,Z,B,-40,ZBH,4,fu_sp,0.28064814814814815,0.36833333333333335,3665.291982843946,3983.575498575499,33.988072535626365,0,1.1434090425537995
ZBH3,Z,B,-40,ZBH,3,fu_sp,0.27559259259259256,0.29333333333333333,3616.4090848004303,4163.35111390022,19.907158075397998,0,0.2632733147189628
ZBH2,Z,B,-40,ZBH,2,fu_sp,0.315,0.39,3879.4708994709,4284.2026825633375,16.804792856553508,0,-0.9168938186081501
ZBH1,Z,B,-40,ZBH,1,fu_sp,0.2835384615384615,NA,2755.8871405317414,NA,12.228599769830453,0,-1.1079854915933773
ZBG9,Z,B,-28,ZBG,9,fu_ve,NA,NA,NA,NA,NA,0,NA
ZBG8,Z,B,-28,ZBG,8,fu_ve,NA,NA,NA,NA,NA,0,NA
ZBG7,Z,B,-28,ZBG,7,fu_ve,0.23812680115273774,0.3383333333333333,2984.1219895921577,3795.5816050495946,32.775157776088214,40.149120684870155,1.5958681567277166
ZBG6,Z,B,-28,ZBG,6,fu_ve,0.3149738219895288,0.3,3242.4700797872342,4862.28635472121,26.02510359770204,52.847270037115536,1.156673380455308
ZBG5,Z,B,-28,ZBG,5,fu_ve,NA,NA,NA,NA,NA,0,NA
ZBG4,Z,B,-28,ZBG,4,fu_ve,0.27364806866952784,0.33666666666666667,3565.715181932246,4847.126852186484,33.89762276799026,36.19861045855241,2.062609701931478
ZBG3,Z,B,-28,ZBG,3,fu_ve,0.30223404255319153,0.2866666666666667,4022.0696937697985,5384.350230414746,35.50612654976332,33.419891344065995,0.8723861318132504
ZBG2,Z,B,-28,ZBG,2,fu_ve,NA,NA,NA,NA,NA,0,NA
ZBG1,Z,B,-28,ZBG,1,fu_ve,NA,NA,NA,NA,NA,0,NA
ZCF9,Z,C,-12,ZCF,9,fu_sp,0.2578350515463918,0.4033333333333333,3783.206717313074,4200.520156046814,13.400976980481634,0,-0.05321969858636502
ZCF8,Z,C,-12,ZCF,8,fu_sp,NA,NA,NA,NA,NA,0,NA
ZCF7,Z,C,-12,ZCF,7,fu_sp,0.27634980988593155,0.39,3686.626307099615,3962.6784605834887,26.2515957545825,0,1.2780824112575677
ZCF6,Z,C,-12,ZCF,6,fu_sp,NA,NA,NA,NA,NA,0,NA
ZCF5,Z,C,-12,ZCF,5,fu_sp,0.2608588957055215,0.42,3761.9943555973655,4366.948356807511,22.406248424166698,0,0.651483983208668
ZCF4,Z,C,-12,ZCF,4,fu_sp,0.2775213675213675,0.275,3336.4028333846627,4455.117527299648,33.45201114109793,0,1.4033375624057594
ZCF3,Z,C,-12,ZCF,3,fu_sp,0.26196531791907507,0.43333333333333335,3755.097087378642,4445.922746781117,17.02208316746119,0,0.46217928642094697
ZCE9,Z,C,-5,ZCE,9,fu_se,NA,NA,NA,NA,NA,0,NA
ZCE8,Z,C,-5,ZCE,8,fu_se,0.24999999999999994,NA,2651.6190476190477,NA,16.988016498669854,0,-1.6496704982462143
ZCE3,Z,C,-5,ZCE,3,fu_se,NA,NA,NA,NA,NA,0,NA
ZCE1,Z,C,-5,ZCE,1,fu_se,NA,NA,NA,NA,NA,0,NA
ZCF2,Z,C,-12,ZCF,2,fu_sp,NA,NA,NA,NA,NA,0,NA
ZCF1,Z,C,-12,ZCF,1,fu_sp,0.27565874730021606,0.42333333333333334,3885.1758990832873,4598.620936688457,34.49054173239738,0,2.070785408052739
ZCE7,Z,C,-5,ZCE,7,fu_se,NA,NA,NA,NA,NA,0,NA
ZCE6,Z,C,-5,ZCE,6,fu_se,NA,NA,NA,NA,NA,0,NA
ZCE5,Z,C,-5,ZCE,5,fu_se,0.2177777777777777,NA,2330.6122448979595,NA,21.83869579767653,0,-1.7302163903941714
ZCE4,Z,C,-5,ZCE,4,fu_se,NA,NA,NA,NA,NA,0,NA
ZCG8,Z,C,-28,ZCG,8,fu_se,NA,NA,NA,NA,NA,0,NA
ZCG7,Z,C,-28,ZCG,7,fu_se,NA,NA,NA,NA,NA,0,NA
ZCG6,Z,C,-28,ZCG,6,fu_se,NA,NA,NA,NA,NA,0,NA
ZCG5,Z,C,-28,ZCG,5,fu_se,NA,NA,NA,NA,NA,0,NA
ZCG4,Z,C,-28,ZCG,4,fu_se,NA,NA,NA,NA,NA,0,NA
ZCG3,Z,C,-28,ZCG,3,fu_se,NA,NA,NA,NA,NA,0,NA
ZCG2,Z,C,-28,ZCG,2,fu_se,NA,NA,NA,NA,NA,0,NA
ZCG1,Z,C,-28,ZCG,1,fu_se,NA,NA,NA,NA,NA,0,NA
ZCH9,Z,C,-40,ZCH,9,fu_se,0.26960000000000006,0.32333333333333336,4692.878338278931,5904.411764705884,31.400774347264964,0,-1.5228327258020118
ZCH8,Z,C,-40,ZCH,8,fu_se,NA,NA,NA,NA,NA,0,NA
ZCH7,Z,C,-40,ZCH,7,fu_se,NA,NA,NA,NA,NA,0,NA
ZCH6,Z,C,-40,ZCH,6,fu_se,NA,NA,NA,NA,NA,0,NA
ZCH5,Z,C,-40,ZCH,5,fu_se,NA,NA,NA,NA,NA,0,NA
ZCH4,Z,C,-40,ZCH,4,fu_se,NA,NA,NA,NA,NA,0,NA
ZCH3,Z,C,-40,ZCH,3,fu_se,NA,NA,NA,NA,NA,0,NA
ZCH2,Z,C,-40,ZCH,2,fu_se,0.24640926640926641,0.39166666666666666,3428.0476339705424,3597.8357952593615,33.559385991689076,0,0.46618377486262635
ZCH1,Z,C,-40,ZCH,1,fu_se,NA,NA,NA,NA,NA,0,NA
ZDE9,Z,D,-5,ZDE,9,fu_ve,NA,NA,NA,NA,NA,0,NA
ZDE8,Z,D,-5,ZDE,8,fu_ve,NA,NA,NA,NA,NA,0,NA
ZDE7,Z,D,-5,ZDE,7,fu_ve,0.2975115207373272,0.37166666666666665,3268.5254027261462,4101.379310344828,33.442263378268294,41.261140688225794,1.04984233273152
ZDE6,Z,D,-5,ZDE,6,fu_ve,NA,NA,NA,NA,NA,0,NA
ZDE5,Z,D,-5,ZDE,5,fu_ve,0.33852941176470586,0.39,2543.4404865334495,3302.12389380531,21.79675226529868,0,-1.2825290711988644
ZDE4,Z,D,-5,ZDE,4,fu_ve,NA,NA,NA,NA,NA,0,NA
ZDE3,Z,D,-5,ZDE,3,fu_ve,NA,NA,NA,NA,NA,0,NA
ZDE1,Z,D,-5,ZDE,1,fu_ve,0.2850467289719626,0.32833333333333337,2786.5901639344265,4036.976506639428,30.93686754706542,71.78899724085056,0.07983539836163234
ZDG9,Z,D,-28,ZDG,9,fu_sp,0.26869047619047615,0.3466666666666667,3842.933097031458,4295.526838966204,25.002017802785723,0,0.06272444486789873
ZDG8,Z,D,-28,ZDG,8,fu_sp,0.26150375939849624,0.35,3454.4278320874064,4535.601719197708,16.88354576242605,0,-0.011374734518525139
ZDG7,Z,D,-28,ZDG,7,fu_sp,0.2829090909090909,0.33,4557.712082262212,4801.217391304348,19.731837544413192,0,-0.5869138510557025
ZDG6,Z,D,-28,ZDG,6,fu_sp,NA,NA,NA,NA,NA,0,NA
ZDG5,Z,D,-28,ZDG,5,fu_sp,0.30688311688311687,0.3566666666666667,4413.203554803217,5049.674149167271,19.988921026855973,0,-0.6965132065679736
ZDG4,Z,D,-28,ZDG,4,fu_sp,NA,NA,NA,NA,NA,0,NA
ZDG3,Z,D,-28,ZDG,3,fu_sp,0.24204545454545454,0.32333333333333336,3656.6588419405325,NA,30.51706900413559,0,1.505761643150933
ZDG2,Z,D,-28,ZDG,2,fu_sp,0.2761785714285714,0.4,3938.743049269366,4581.391662704074,29.72318615989352,0,1.3797390224136672
ZDG1,Z,D,-28,ZDG,1,fu_sp,0.3399537037037037,0.35,3886.9807980389483,4447.634445200818,26.826416530774328,0,0.7845960111048256
VBE7,V,B,-5,VBE,7,as_no,0.3160479041916168,1.49,1650.0947328533534,NA,15.36000564368921,32.06591122284754,0.6345560645101813
VBF5,V,B,-12,VBF,5,fu_ve,0.3104,0.33333333333333337,2961.5058910162,5405.123513266239,30.44253314031054,36.33883461162626,0.6399690222913719
VBG2,V,B,-28,VBG,2,fu_ve,NA,NA,NA,NA,NA,0,NA
VCE5,V,C,-5,VCE,5,fu_sp,0.35859504132231407,0.31333333333333335,3566.443881078589,4125.760286225402,16.90872774793596,0,-0.26803101669819346
VCH9,V,C,-40,VCH,9,fu_se,NA,NA,NA,NA,NA,0,NA
VCH7,V,C,-40,VCH,7,fu_se,NA,NA,NA,NA,NA,0,NA
VDG3,V,D,-28,VDG,3,as_no,0.3501129943502825,1.505,1473.6162659351298,NA,14.28196081375272,32.174667379027305,0.6761238970764171
WCF2,W,C,-12,WCF,2,fu_se,NA,NA,NA,NA,NA,0,NA
ZBE5,Z,B,-5,ZBE,5,as_no,NA,NA,NA,NA,NA,0,NA
ZBE2,Z,B,-5,ZBE,2,as_no,0.305625,1.3666666666666667,1879.064417177914,NA,12.988878640416441,17.2070190672079,0.42603723517796466
ZBH9,Z,B,-40,ZBH,9,fu_sp,0.3413125,0.36833333333333335,2640.8899468961727,3924.221789883269,19.135842602556327,0,0.21364279281397022
ZBH5,Z,B,-40,ZBH,5,fu_sp,0.2885,0.3983333333333333,3665.4342383978433,3730.1123595505624,30.04003844448197,0,0.7567494867699031
ZCE2,Z,C,-5,ZCE,2,fu_se,NA,NA,NA,NA,NA,0,NA
ZCG9,Z,C,-28,ZCG,9,fu_se,NA,NA,NA,NA,NA,0,NA
ZDE2,Z,D,-5,ZDE,2,fu_ve,0.2878181818181818,0.2916666666666667,3636.6031946575217,4822.48243559719,33.81491467224525,21.6051002043463,1.8333703380503323
XBE9,X,B,-5,XBE,9,fu_ve,0.3366386554621848,0.31833333333333336,3061.707438841738,4013.075586446569,30.707756555179177,56.463971806905924,0.5799447553303044
XBE8,X,B,-5,XBE,8,fu_ve,0.2915438596491228,0.375,2399.4824888674925,4607.880055788005,28.615984349501016,56.46221000554527,0.6441475350884195
XBE7,X,B,-5,XBE,7,fu_ve,0.33980519480519483,0.36166666666666664,2837.8941333842918,4674.544764795145,32.84455856561193,79.16517318046512,0.5736872740695902
XBE6,X,B,-5,XBE,6,fu_ve,0.32526946107784427,0.355,3293.4462444771725,4352.762328513164,26.239250927320647,56.13842542497225,0.933848737328218
XBE5,X,B,-5,XBE,5,fu_ve,0.29962962962962963,0.37,3427.7503090234854,6159.609455292909,21.09324636551206,33.3964113978643,-0.3582790295645855
XBE4,X,B,-5,XBE,4,fu_ve,NA,NA,NA,NA,NA,0,NA
XBE3,X,B,-5,XBE,3,fu_ve,NA,NA,NA,NA,NA,0,NA
XBE2,X,B,-5,XBE,2,fu_ve,0.32976377952755914,0.43166666666666664,2523.8061127029605,3467.2947510094214,33.63051204464681,66.0124530840262,0.7758111722226321
XAF9,X,A,-12,XAF,9,fu_ve,NA,NA,NA,NA,NA,0,NA
XAF6,X,A,-12,XAF,6,fu_ve,NA,NA,NA,NA,NA,0,NA
XAF5,X,A,-12,XAF,5,fu_ve,0.3263430420711974,0.28500000000000003,2950.495834986117,4929.575058723041,30.847996416785126,63.80386507885657,1.6045125432710168
XAF4,X,A,-12,XAF,4,fu_ve,0.3509333333333335,0.23833333333333337,2794.7188449848013,4714.649681528661,18.535822012564353,0,0.04682244714051036
XAF3,X,A,-12,XAF,3,fu_ve,NA,NA,NA,NA,NA,0,NA
XAF2,X,A,-12,XAF,2,fu_ve,0.350609756097561,NA,2525.8086956521743,3480.697674418605,26.51755555149811,0,0.18129899279236322
XAF1,X,A,-12,XAF,1,fu_ve,NA,NA,NA,NA,NA,0,NA
ZBF2,Z,B,-12,ZBF,2,fu_se,0.24914285714285717,NA,2573.3944954128438,NA,22.357278071136793,0,-1.551535114716708
XAH9,X,A,-40,XAH,9,fu_se,NA,NA,NA,NA,NA,0,NA
XAH8,X,A,-40,XAH,8,fu_se,NA,NA,NA,NA,NA,0,NA
XAH7,X,A,-40,XAH,7,fu_se,NA,NA,NA,NA,NA,0,NA
XAH6,X,A,-40,XAH,6,fu_se,NA,NA,NA,NA,NA,0,NA
XAH5,X,A,-40,XAH,5,fu_se,NA,NA,NA,NA,NA,0,NA
XAH4,X,A,-40,XAH,4,fu_se,NA,NA,NA,NA,NA,0,NA
XAH3,X,A,-40,XAH,3,fu_se,0.3280310880829015,0.3516666666666667,3966.450797662297,4263.109213802917,68.87929473851673,0,0.39277952547906175
XAH2,X,A,-40,XAH,2,fu_se,0.3717222222222223,0.42,3066.3129577043787,3346.3193027999255,52.69934962857936,0,0.35601485785970205
XAH1,X,A,-40,XAH,1,fu_se,NA,NA,NA,NA,NA,0,NA
XAG9,X,A,-28,XAG,9,as_no,0.3316118421052632,1.375,1629.7787917865292,NA,15.009894043292606,23.18564561324081,1.407755097877904
XAG8,X,A,-28,XAG,8,as_no,0.3060277777777778,1.2633333333333334,1875.2745756558045,NA,13.740436184476556,5.132855383917244,1.825078781620511
XAG7,X,A,-28,XAG,7,as_no,0.3261371841155235,1.3016666666666667,1458.932920079699,NA,15.259097860831936,31.158589966974258,1.2526532508885282
XAG6,X,A,-28,XAG,6,as_no,NA,NA,NA,NA,NA,0,NA
XAG5,X,A,-28,XAG,5,as_no,NA,NA,NA,NA,NA,0,NA
XAG4,X,A,-28,XAG,4,as_no,NA,NA,NA,NA,NA,0,NA
XAG3,X,A,-28,XAG,3,as_no,NA,NA,NA,NA,NA,0,NA
XAG2,X,A,-28,XAG,2,as_no,NA,NA,NA,NA,NA,0,NA
XAG1,X,A,-28,XAG,1,as_no,0.35944881889763786,1.58,1323.198247535597,NA,15.954590536965846,11.240455642635988,1.285663069721594
